path,label,policy,model,dataset,request_rate,process_name,num_prompts,seed,num_gpus,submitted,completed,failed,goodput,throughput_req_s,goodput_req_s,slo_attainment_completed,slo_attainment_submitted,throughput_offered_req_s,throughput_submitted_req_s,throughput_completed_req_s,throughput_goodput_req_s,throughput_per_gpu_completed_req_s,throughput_per_gpu_goodput_req_s,throughput_input_tokens_s,throughput_requested_output_tokens_s,throughput_generated_output_tokens_s,throughput_total_generated_tokens_s,latency_s_median,latency_s_p75,latency_s_p90,latency_s_p95,latency_s_p99,ttft_s_median,ttft_s_p75,ttft_s_p90,ttft_s_p95,ttft_s_p99,tpot_s_median,tpot_s_p75,tpot_s_p90,tpot_s_p95,tpot_s_p99,context_queue_s_median,context_exec_s_median,bridge_queue_s_median,migration_s_median,decode_queue_s_median,decode_exec_s_median,phase_decode_swap_ins,phase_decode_evictions,phase_decode_scan_mean,phase_decode_selected_mean,phase_decode_starved_ready,phase_decode_starved_selected,phase_decode_starved_admission_ratio_mean,phase_decode_first_token_ready,phase_decode_first_token_selected,phase_decode_first_token_admission_ratio_mean,phase_decode_handoff_debt_ready,phase_decode_handoff_debt_selected,phase_decode_handoff_debt_admission_ratio_mean,phase_decode_handoff_debt_discount_mean,phase_decode_handoff_debt_selected_discount_mean,phase_decode_handoff_debt_weight_mean,phase_decode_budget_ttft_debt_weight_mean,phase_decode_effective_handoff_debt_weight_mean,phase_decode_handoff_debt_pressure_mean,phase_decode_kas_intensity_mean,phase_decode_selected_effective_kas_intensity_mean,phase_decode_fcfs_fallback_active,phase_decode_fcfs_fallback_threshold_mean,phase_decode_short_output_fcfs_threshold_mean,phase_decode_long_output_full_kas_threshold_mean,phase_decode_avg_target_output_len_mean,phase_decode_budget_decode_utility_intensity_mean,phase_decode_decode_utility_intensity_mean,phase_decode_regime_counts,phase_decode_budget_regime_counts,phase_decode_regime_switch_rate_mean,phase_decode_intensity_delta_mean,phase_decode_controller_decode_utility_intensity_mean,phase_decode_controller_ttft_debt_weight_mean,phase_decode_kas_adaptive_intensity,phase_decode_prefill_gate_active,phase_decode_prefill_gate_pressure_mean,phase_decode_prefill_gate_hard_mean,phase_decode_policy_skipped,phase_decode_infeasible_rounds,phase_decode_infeasible_gpu_append_blocks,phase_decode_infeasible_gpu_swap_blocks,phase_decode_infeasible_swap_budget,phase_decode_max_skip_max,phase_decode_max_infeasible_max,phase_decode_mode_switch_rate_mean,phase_decode_budget_delta_mean,phase_decode_pressure_overshoot_mean,phase_decode_pressure_potential_mean,phase_decode_goodput_capacity_mean,phase_decode_smooth_cost_mean,phase_decode_progress_debt_mean,phase_decode_pressure_injection_swap_mean,phase_decode_pressure_decode_hard_mean,phase_decode_pressure_kv_hard_mean,phase_decode_rho_prefill_mean,phase_decode_rho_memory_mean,phase_decode_rho_swap_mean,phase_decode_rho_scan_mean,phase_decode_rho_hard_mean,phase_decode_pressure_first_mean,phase_decode_swap_byte_budget_mean,phase_decode_swap_byte_budget_ratio_mean,phase_context_prefill_budget_mean,phase_context_prefill_budget_ratio_mean,phase_context_prefill_block_margin_mean,phase_context_decode_utility_intensity_mean,phase_context_controller_ttft_debt_weight_mean,phase_context_regime_counts,phase_context_regime_switch_rate_mean,phase_context_intensity_delta_mean,phase_context_mode_switch_rate_mean,phase_context_budget_delta_mean,phase_context_pressure_overshoot_mean,phase_context_pressure_potential_mean,phase_context_goodput_capacity_mean,phase_context_smooth_cost_mean,phase_context_progress_debt_mean,phase_context_pressure_injection_prefill_mean,phase_context_pressure_decode_hard_mean,phase_context_pressure_kv_hard_mean,phase_context_rho_prefill_mean,phase_context_rho_memory_mean,phase_context_rho_swap_mean,phase_context_rho_scan_mean,phase_context_rho_hard_mean,phase_context_pressure_first_mean,phase_context_selected_mean,phase_context_selected_prefill_blocks_mean,phase_context_token_fill_mean,phase_context_pad_waste_mean,phase_context_block_risk_mean,phase_context_forced_oldest,phase_context_protected_triggered,phase_context_protected_selected,phase_context_protected_dispatch_ratio,phase_context_protected_feasible_triggers,phase_context_protected_feasible_dispatch_ratio,phase_context_protected_forced_single,phase_context_protected_blocked,phase_context_protected_wait_p99,phase_context_waiting_max_wait_max,phase_context_long_prompt_waiting_mean,phase_context_long_prompt_max_wait_max,phase_context_candidate_max_wait_p99,phase_context_selected_max_wait_p99,phase_context_selected_long_prompt_mean,phase_context_decode_snapshot_used,phase_context_decode_snapshot_stale,phase_context_decode_snapshot_age_mean
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_2/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,2.0,poisson,48,1,2,48,48,0,47,0.7275249630604899,0.7123681929967297,0.9791666666666666,0.9791666666666666,2.0,0.7275249630604899,0.7275249630604899,0.7123681929967297,0.36376248153024493,0.35618409649836485,465.61597635871357,238.14317124180036,238.14317124180036,703.7591476005139,23.3234928464517,33.68085053330287,41.6499111900106,48.459158614557225,53.62779244070873,0.35878062061965466,2.0136898024939,2.379716267995536,5.057057161256666,7.450955739915373,0.12953497611462764,0.293588028439591,0.6848315808020772,0.7927641892415139,0.9576149952219379,0.22222721576690674,0.12958192825317383,8.988568782806396,0.00351560115814209,0.842420220375061,1.7767988443374634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_4/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,4.0,poisson,48,1,2,48,48,0,44,0.7194163364688226,0.6594649750964208,0.9166666666666666,0.9166666666666666,4.0,0.7194163364688226,0.7194163364688226,0.6594649750964208,0.3597081682344113,0.3297324875482104,460.4264553400465,235.4889474707946,235.4889474707946,695.9154028108411,28.745038111694157,41.80999955628067,49.155023667588836,55.18241656133905,60.2637247420475,1.3545286664739251,6.83862544875592,9.5963511666283,13.1427906602621,16.104634157791736,0.13450134146739456,0.33732383905519403,0.7002524868855553,0.8052402508234784,0.9770267914872497,1.151488184928894,0.18926727771759033,10.366312146186829,0.003722667694091797,0.864938497543335,1.808302879333496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_6/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,6.0,poisson,48,1,2,48,48,0,42,0.7155013545604958,0.6260636852404339,0.875,0.875,5.9999999999999964,0.7155013545604958,0.7155013545604958,0.6260636852404339,0.3577506772802479,0.31303184262021694,457.9208669187173,234.2074433928023,234.2074433928023,692.1283103115196,28.41896522603929,42.98340438399464,50.11746413595974,56.37337825773284,61.681743387188774,1.761090493761003,7.5721494583413005,10.630290092155338,14.161153744347388,17.14134217515588,0.13319428262955585,0.3249954344824918,0.6919478545446068,0.8095177301325864,0.9875577786102171,1.5598371028900146,0.19035577774047852,9.9785897731781,0.003495454788208008,0.8557255268096924,1.825194001197815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_8/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,8.0,poisson,48,1,2,48,48,0,41,0.7258353913528731,0.6199843967805792,0.8541666666666666,0.8541666666666666,8.0,0.7258353913528731,0.7258353913528731,0.6199843967805792,0.36291769567643656,0.3099921983902896,464.5346504658388,237.59011810284045,237.59011810284045,702.1247685686792,28.604734720662236,43.23597213393077,50.00325947869569,56.07264398960396,61.353070988003175,1.8923070514574647,7.924503028858453,11.132887355983257,14.789715210162097,17.859652124978606,0.13273740931267108,0.3258958216005515,0.696148689806221,0.7995582831693031,0.9749933993630113,1.6908349990844727,0.18982303142547607,10.012125134468079,0.003555774688720703,0.8576627969741821,1.7852940559387207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_10/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,10.0,poisson,48,1,2,48,48,0,41,0.727711787450458,0.6215871517805995,0.8541666666666666,0.8541666666666666,10.000000000000002,0.727711787450458,0.727711787450458,0.6215871517805995,0.363855893725229,0.31079357589029977,465.7355439682931,238.2043250921166,238.2043250921166,703.9398690604097,28.418103229254484,43.2008559871465,49.9591530220583,56.02775923712179,61.35953828010709,1.974308562465012,8.124266247730702,11.388119262084365,14.961703915242099,17.979791336320343,0.13239528391124156,0.32606487449318655,0.6886807091594223,0.7954871972241708,0.9694409252150405,1.7728254795074463,0.18908512592315674,10.012085199356079,0.003458380699157715,0.8445771932601929,1.7867125272750854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_12/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,12.0,poisson,48,1,2,48,48,0,41,0.7285258617850905,0.6222825069414314,0.8541666666666666,0.8541666666666666,11.999999999999993,0.7285258617850905,0.7285258617850905,0.6222825069414314,0.36426293089254524,0.3111412534707157,466.2565515424579,238.47079875765294,238.47079875765294,704.7273503001109,28.37024184782058,43.26548641547561,49.976569486223156,56.04399423655123,61.406245768517266,2.0043762270361185,8.167348203714937,11.460479612462223,15.040085446182633,18.06259058060125,0.13203409893801704,0.32449281733903673,0.6882206248900582,0.7952816903170558,0.9693644816091946,1.8028606176376343,0.18919897079467773,9.963330388069153,0.003523588180541992,0.8436126708984375,1.7825205326080322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_16/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,16.0,poisson,48,1,2,48,48,0,38,0.7278973287939364,0.5762520519618664,0.7916666666666666,0.7916666666666666,16.0,0.7278973287939364,0.7278973287939364,0.5762520519618664,0.3639486643969682,0.2881260259809332,465.8542904281193,238.26505895854854,238.26505895854854,704.1193493866679,28.429875545203686,43.46041235001758,50.11682213526219,56.1743712587282,61.58129457866774,2.064103312790394,8.301967568229884,11.62871410306543,15.20190093358978,18.223524224311117,0.13224058414502443,0.3252528776084223,0.6888528037335604,0.796010576332769,0.9699415176085409,1.8307126760482788,0.18874192237854004,9.986900806427002,0.003529787063598633,0.8429895639419556,1.7890323400497437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_20/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,20.0,poisson,48,1,2,48,48,0,37,0.7119928726089615,0.5488278393027411,0.7708333333333334,0.7708333333333334,20.000000000000004,0.7119928726089615,0.7119928726089615,0.5488278393027411,0.35599643630448075,0.2744139196513706,455.67543846973535,233.05900030066675,233.05900030066675,688.7344387704021,29.18372389022261,44.650198470801115,51.44544830713421,57.63728271964938,63.109346246346846,2.046684860251844,8.51939795492217,11.956816334463657,15.66459440076723,18.78910496247933,0.13585461662242226,0.3352079889136216,0.708203542070283,0.8163249412311179,0.9948470153599498,1.8439960479736328,0.18970930576324463,10.301886916160583,0.0037044286727905273,0.8689801692962646,1.8349734544754028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_24/fcfs/fcfs_hetero.summary.json,fcfs-hetero-1p1d,fcfs,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,24.0,poisson,48,1,2,48,48,0,38,0.7284709841871467,0.5767061958148244,0.7916666666666666,0.7916666666666666,23.999999999999986,0.7284709841871467,0.7284709841871467,0.5767061958148244,0.36423549209357337,0.2883530979074122,466.2214298797739,238.4528354905927,238.4528354905927,704.6742653703666,28.406178815290332,43.49215609114617,50.14577663652599,56.2052125889808,61.617895217817285,2.065834619104862,8.33260525856167,11.690273423865436,15.286360733769829,18.308273452185098,0.13215279213242392,0.32504238413586733,0.6888157910877658,0.7961198329354725,0.96930805949314,1.8620212078094482,0.1899585723876953,9.980017900466919,0.0034657716751098633,0.8437159061431885,1.7821810245513916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/seed_1/rate_2/phase/phase_hetero.summary.json,phase-hetero-1p1d,phase,llama2-13b,/root/data/phase_scheduler_results/stage4_llama13b_mixed_wide_s1_20260528_211310/datasets/hetero_seed_1.marshal,2.0,poisson,48,1,2,48,48,0,46,0.7213805352435346,0.6913230129417206,0.9583333333333334,0.9583333333333334,2.0,0.7213805352435346,0.7213805352435346,0.6913230129417206,0.3606902676217673,0.3456615064708603,461.6835425558621,236.13189520305033,236.13189520305033,697.8154377589125,22.601543177850544,34.65260479366407,46.56195536702871,51.08230101605877,54.618485132232315,0.1335820984095335,0.20737940724939108,0.28332052044570444,0.36356711890548465,1.6593270152248465,0.04798407753873052,0.1465046705508537,0.49261140456748376,0.8932856460852965,1.0493351758595917,0.0031442642211914062,0.07449030876159668,3.9511879682540894,0.0035196542739868164,0.0012204647064208984,1.8578338623046875,0,0,28.903158769742312,6.510390689941812,1336,492,0.15608201717927403,48,48,0.013300083125519535,0,0,0.0,0.0,0.0,0.0,0.007433699708063176,0.0,0.5859310058187863,0.6364746627122417,0.9417775006927126,0,0.0,96.0,192.0,846.3551178663397,0.6364746627122417,0.6364746627122417,"{""DECODE_HEAVY"": 1506, ""FIRST_TOKEN_LIMITED"": 12, ""MIXED_SLO"": 888}","{""DECODE_HEAVY"": 1506, ""FIRST_TOKEN_LIMITED"": 12, ""MIXED_SLO"": 888}",0.012485384660923788,0.00399797315440288,0.6364746627122417,0.007433699708063176,2406,0,0.5859310058187863,0.0,5468,0,0,0,0,225,0,0.002131359749002355,0.015926845699746374,0.21251039068994182,0.10723066309311333,0.9516118557772236,0.015926845699746374,0.5440565253532834,0.0,0.0,0.0,0.631857855361596,0.4118520000129044,0.0,0.4118520000129044,0.0,0.0024937655860349127,0.0,,2043.3635187580853,0.9977360931435963,0.0,0.0,0.9850323518758086,"{""FIRST_TOKEN_LIMITED"": 755, ""MIXED_SLO"": 18}",0.033380013350150686,0.0,0.017636302570641752,0.6727170606090672,0.34128284870537257,0.30054303387146314,0.9988680465717982,0.6727170606090672,0.872453611435665,0.022728800087527132,0.0,0.0,0.9815653298835705,0.0,0.0,0.9718889351469332,0.0,0.0024256144890038808,0.062095730918499355,2.5459249676584736,0.019435236093143595,0.0,0.04202048322922227,614,614,3,0.004885993485342019,3,1.0,0,611,2.3124753606319426,2.3417194597423077,0.9676584734799483,2.3417194597423077,2.3124753606319426,1.5008580525964543,0.02457956015523933,773,0,0.01434190523115506
